time,open,high,low,close,Plot,Plot.1,Plot.2,Plot.3,Plot.4,Volume,Volume MA,Conversion Line,Base Line,Lagging Span,Lead 1,Lead 2,Plot.5,Plot.6,Plot.7,Shapes,Shapes.1,Shapes.2,Shapes.3,Shapes.4,Shapes.5,Shapes.6,vwaprizz14,vwaprizz14_ema,Plot.8,Plot.9,RIZZY-2,a boaring middle line,a_boaring_line,a_boaring_line.1,buy,sell_sig,sell_sig.1,sell_sig.2,sell_sig.3,test,RSI
2009-02-24 11:30:00,10.57,10.57,10.57,10.57,11.704453278545614,11.350000000000005,12.759333333333332,,,400,433.1,,,,,,,,,,,,,,,,39.515303384401626,51.12435366050194,39.515303384401626,51.12435366050194,22.926167406696173,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,22.926167406696173
2009-03-06 12:30:00,10.54,10.54,10.54,10.54,11.47156262283649,10.877500000000005,12.749,,,100,433.1,,,,,,,,,,,,,,,,32.211248010877924,48.602606240552085,32.211248010877924,48.602606240552085,22.107208352687937,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,22.107208352687937
2009-03-06 14:30:00,10.3,10.3,10.3,10.3,11.237250098269193,10.702500000000004,12.693333333333333,,,500,423.1,,,,,,,,,,,,,,,,27.83963503638105,45.834210079995934,27.83963503638105,45.834210079995934,14.067177922883387,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.067177922883387
2009-03-12 10:30:00,10.12,10.12,10.12,10.12,11.01380007861535,10.382500000000004,12.632333333333333,,,561,437.05,,,,,,,,,,,,,,,,26.334696874961534,43.23427498599136,26.334696874961534,43.23427498599136,9.101873779473934,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.101873779473934
2009-03-24 11:30:00,10.4,10.4,10.4,10.4,10.891040062892284,10.340000000000003,12.565333333333333,,,100,407.05,,,,,,,,,,,,,,,,23.781800721111427,40.64061175067403,23.781800721111427,40.64061175067403,56.67663299797478,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,56.67663299797478
2009-04-01 14:30:00,11.0,11.0,11.0,11.0,10.912832050313826,10.455000000000004,12.52533333333333,,,254,404.75,,,,,,,,,,,,,,,,23.294734301350747,38.32782809076426,23.294734301350747,38.32782809076426,86.6412920020644,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,86.6412920020644
2009-04-09 15:30:00,11.0,11.0,11.0,11.0,10.93026564025106,10.630000000000004,12.483666666666664,,,100,371.85,,,,,,,,,,,,,,,,44.08484559731741,39.095430424971354,44.08484559731741,39.095430424971354,86.6412920020644,50.0,90.0,10.0,1.0,0.0,0.0,0.0,1.0,1.0,86.6412920020644
2009-04-16 10:30:00,10.94,10.94,10.94,10.94,10.932212512200847,10.835000000000004,12.435666666666664,,,100,326.85,,,,,,,,,,,,,,,,48.19472056205247,40.3086691099155,48.19472056205247,40.3086691099155,67.86557053799625,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,67.86557053799625
2009-04-17 11:30:00,10.93,10.93,10.93,10.93,10.93177000976068,10.967500000000005,12.374999999999998,,,100,281.85,,,,,,,,,,,,,,,,47.481951542976326,41.26510676765694,47.481951542976326,41.26510676765694,63.293532899666275,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,63.293532899666275
2009-04-27 11:30:00,10.75,10.75,10.75,10.75,10.895416007808542,10.905000000000005,12.3,,,300,280.75,,,,,,,,,,,,,,,,46.555097633368995,41.970438883085215,46.555097633368995,41.970438883085215,18.478325631213128,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,18.478325631213128
2009-06-08 12:30:00,10.69,10.69,10.69,10.69,10.854332806246834,10.827500000000002,12.189666666666666,,,100,280.75,,,,,,,,,,,,,,,,42.70745835243106,42.06870814566466,42.70745835243106,42.06870814566466,12.552906209990725,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,12.552906209990725
2009-06-23 10:30:00,10.64,10.64,10.4,10.42,10.767466244997465,10.697500000000003,12.078666666666665,,,2100,380.75,,,,,,,,,,,,,,,,41.03056394731974,41.930288919218675,41.03056394731974,41.930288919218675,3.2302751009638087,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2302751009638087
2009-06-24 09:30:00,10.49,10.49,10.34,10.34,10.681972995997976,10.550000000000002,11.94833333333333,,,400,390.75,,,,,,,,,,,,,,,,34.755902727427966,40.97370409364658,34.755902727427966,40.97370409364658,2.243092302331973,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.243092302331973
2009-06-25 09:30:00,10.29,10.29,10.29,10.29,10.603578396798381,10.435000000000002,11.804666666666664,,,100,390.75,,,,,,,,,,,,,,,,32.23622467080831,39.80870683726814,32.23622467080831,39.80870683726814,1.6230720438010169,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6230720438010169
2009-06-26 09:30:00,10.07,10.12,10.07,10.12,10.506862717438702,10.292500000000002,11.65033333333333,,,200,395.75,,,,,,,,,,,,,,,,29.876502350772327,38.48441290573537,29.876502350772327,38.48441290573537,0.5636430926857514,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5636430926857514
2009-07-10 10:30:00,10.23,10.23,10.23,10.23,10.451490173950964,10.245,11.524666666666665,,,100,395.75,,,,,,,,,,,,,,,,25.807585780601453,36.79416928905085,25.807585780601453,36.79416928905085,46.096492243771756,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,46.096492243771756
2009-07-13 09:30:00,10.1,10.1,10.09,10.09,10.37919213916077,10.1825,11.39433333333333,,,200,390.75,,,,,,,,,,,,,,,,28.35419337633688,35.66883916735566,28.35419337633688,35.66883916735566,21.285903839587334,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,21.285903839587334
2009-07-15 09:30:00,10.18,10.19,10.18,10.19,10.341353711328617,10.1575,11.260999999999996,,,200,395.75,,,,,,,,,,,,,,,,27.030118210917287,34.517009706497205,27.030118210917287,34.517009706497205,55.501161761649435,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,55.501161761649435
2009-08-11 10:30:00,10.14,10.14,10.13,10.13,10.299082969062892,10.160000000000002,11.146666666666665,,,200,320.75,,,,,,,,,,,,,,,,33.43983805540545,34.37338681968497,33.43983805540545,34.37338681968497,36.475211127273155,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,36.475211127273155
2009-11-10 15:30:00,10.38,10.38,10.38,10.38,10.315266375250314,10.197500000000002,11.037666666666665,,,100,310.75,,,,,,,,,,,,,,,,32.49872543733157,34.123431968704516,32.49872543733157,34.123431968704516,83.52867449977742,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,83.52867449977742
2009-12-09 15:30:00,11.44,11.44,11.44,11.44,10.540213100200253,10.535,10.977,,,100,295.75,,,,,,,,,,,,,,,,36.775990222810286,34.477106402585285,36.775990222810286,34.477106402585285,97.73783534148704,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,97.73783534148704
2009-12-16 11:30:00,10.98,10.98,10.98,10.98,10.628170480160202,10.732500000000002,10.893,,,100,295.75,,,,,,,,,,,,,,,,66.96636297383185,38.8090072787515,66.96636297383185,38.8090072787515,55.890939241255566,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,55.890939241255566
2009-12-17 14:30:00,10.93,10.93,10.93,10.93,10.688536384128161,10.9325,10.829,,,100,275.75,,,,,,,,,,,,,,,,73.31741882518969,43.4101288182766,73.31741882518969,43.4101288182766,51.1317461351667,50.0,90.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,51.1317461351667
2009-12-21 11:30:00,10.38,10.38,10.38,10.38,10.62682910730253,10.9325,10.766333333333332,,,100,252.7,,,,,,,,,,,,,,,,61.68576818787432,45.84688073422296,61.68576818787432,45.84688073422296,17.795283596332766,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.795283596332766
2009-12-28 11:30:00,10.67,10.67,10.67,10.67,10.635463285842023,10.740000000000002,10.697000000000001,,,100,252.7,,,,,,,,,,,,,,,,50.75517993158312,46.501320627204315,50.75517993158312,46.501320627204315,51.28707607565419,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,51.28707607565419
2010-02-01 12:30:00,11.17,11.17,11.17,11.17,10.742370628673621,10.7875,10.701,,,100,245.0,,,,,,,,,,,,,,,,46.62431472579359,46.51771984034954,46.62431472579359,46.51771984034954,79.74425594796648,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,79.74425594796648
2010-02-05 13:30:00,10.74,10.74,10.74,10.74,10.741896502938898,10.740000000000002,10.685666666666666,,,100,245.0,,,,,,,,,,,,,,,,58.47348175980295,48.11182142961,58.47348175980295,48.11182142961,39.77682550714812,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,39.77682550714812
2010-02-16 12:30:00,11.09,11.09,11.09,11.09,10.811517202351117,10.917500000000002,10.640999999999998,,,100,245.0,,,,,,,,,,,,,,,,59.39508048896682,49.61625597085757,59.39508048896682,49.61625597085757,66.83561452442336,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,66.83561452442336
2010-03-16 09:30:00,10.76,10.76,10.76,10.76,10.801213761880893,10.94,10.633,,,100,245.0,,,,,,,,,,,,,,,,57.706276471170035,50.69492537089923,57.706276471170035,50.69492537089923,36.18079710368175,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,36.18079710368175
2010-04-01 12:30:00,10.95,10.95,10.95,10.95,10.830971009504713,10.885000000000002,10.618,,,100,235.0,,,,,,,,,,,,,,,,51.19752939044446,50.76193924017194,51.19752939044446,50.76193924017194,58.237710720647875,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,58.237710720647875
2010-04-22 11:30:00,10.67,10.67,10.67,10.67,10.798776807603769,10.8675,10.621333333333332,,,200,240.0,,,,,,,,,,,,,,,,54.802706361011886,51.30070818961726,54.802706361011886,51.30070818961726,28.849736717641946,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,28.849736717641946
2010-04-26 13:30:00,10.53,10.53,10.53,10.53,10.745021446083017,10.727500000000003,10.621,,,100,140.0,,,,,,,,,,,,,,,,50.63788765751342,51.21233211867008,50.63788765751342,51.21233211867008,19.17408835808321,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.17408835808321
2010-04-26 14:30:00,10.4,10.4,10.4,10.4,10.676017156866411,10.637500000000003,10.62433333333333,,,100,125.0,,,,,,,,,,,,,,,,44.65721255952154,50.33831617745029,44.65721255952154,50.33831617745029,11.81507055011649,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.81507055011649
2010-05-03 14:30:00,10.5,10.66,10.5,10.66,10.672813725493134,10.565,10.642333333333333,,,200,130.0,,,,,,,,,,,,,,,,42.35526482821622,49.27390933088574,42.35526482821622,49.27390933088574,65.21579761542336,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,65.21579761542336
2010-05-03 15:30:00,10.3,10.3,10.3,10.3,10.598250980394504,10.4725,10.639000000000001,,,100,125.0,,,,,,,,,,,,,,,,41.05536643653243,48.17810361163863,41.05536643653243,48.17810361163863,24.36226522374281,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,24.36226522374281
2010-05-13 13:30:00,10.54,10.54,10.06,10.06,10.490600784315603,10.355,10.607666666666663,,,300,135.0,,,,,,,,,,,,,,,,38.339979153716094,46.86635368391561,38.339979153716094,46.86635368391561,13.274643417158757,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.274643417158757
2010-05-20 13:30:00,10.64,10.64,10.64,10.64,10.520480627452484,10.415,10.595666666666665,,,100,130.0,,,,,,,,,,,,,,,,29.357403079254556,44.531826936627475,29.357403079254556,44.531826936627475,72.89595794337365,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,72.89595794337365
2010-05-25 09:30:00,10.55,10.75,10.55,10.75,10.566384501961988,10.4375,10.589333333333332,,,200,130.0,,,,,,,,,,,,,,,,35.569295905889824,43.33682279919579,35.569295905889824,43.33682279919579,78.50191652811787,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,78.50191652811787
2010-06-21 12:30:00,10.41,10.63,10.41,10.63,10.579107601569591,10.52,10.57933333333333,,,200,130.0,,,,,,,,,,,,,,,,54.87204427767603,44.874852329659824,54.87204427767603,44.874852329659824,54.091956466411254,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,54.091956466411254
2010-06-22 11:30:00,10.39,10.39,10.29,10.29,10.521286081255672,10.5775,10.563999999999998,,,300,140.0,,,,,,,,,,,,,,,,51.712565795549466,45.78654745844511,51.712565795549466,45.78654745844511,19.584096807433998,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.584096807433998
2010-07-15 14:30:00,10.97,10.97,10.97,10.97,10.611028865004537,10.659999999999998,10.573333333333332,,,100,140.0,,,,,,,,,,,,,,,,42.62145977493917,45.364535767310976,42.62145977493917,45.364535767310976,77.35906378094764,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,77.35906378094764
2010-07-21 15:30:00,10.96,10.96,10.96,10.96,10.680823092003633,10.7125,10.591333333333333,,,100,140.0,,,,,,,,,,,,,,,,46.283319753226344,45.48704029876637,46.283319753226344,45.48704029876637,75.75822125041081,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,75.75822125041081
2010-07-28 11:30:00,10.74,10.97,10.74,10.97,10.738658473602905,10.797499999999998,10.612333333333334,,,200,145.0,,,,,,,,,,,,,,,,64.59625557585967,48.03493566904547,64.59625557585967,48.03493566904547,76.72164999197594,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,76.72164999197594
2010-07-28 12:30:00,10.74,10.74,10.74,10.74,10.738926778882325,10.909999999999998,10.627333333333333,,,100,145.0,,,,,,,,,,,,,,,,62.080724114503,49.907707461773136,62.080724114503,49.907707461773136,27.127812207439717,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,27.127812207439717
2010-07-29 11:30:00,10.82,10.82,10.82,10.82,10.75514142310586,10.8725,10.650666666666666,,,100,145.0,,,,,,,,,,,,,,,,59.699616932125224,51.21329539115342,59.699616932125224,51.21329539115342,49.73216620466796,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,49.73216620466796
2010-08-11 10:30:00,10.62,10.62,10.62,10.62,10.728113138484687,10.787499999999998,10.663666666666666,,,100,145.0,,,,,,,,,,,,,,,,54.64831097528162,51.67129746903719,54.64831097528162,51.67129746903719,19.495479026336586,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,19.495479026336586
2010-08-12 12:30:00,10.77,10.77,10.77,10.77,10.73649051078775,10.737499999999995,10.686333333333332,,,100,145.0,,,,,,,,,,,,,,,,51.365887256140674,51.63057610731765,51.365887256140674,51.63057610731765,57.894812921434536,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,57.894812921434536
2010-08-13 11:30:00,10.9,10.9,10.9,10.9,10.7691924086302,10.777499999999995,10.71,,,100,145.0,,,,,,,,,,,,,,,,49.92421736323738,51.40306160810696,49.92421736323738,51.40306160810696,76.95103818557341,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,76.95103818557341
2010-08-16 11:30:00,10.71,10.71,10.71,10.71,10.75735392690416,10.749999999999995,10.729333333333333,,,100,145.0,,,,,,,,,,,,,,,,57.611532484361,52.230857724940826,57.611532484361,52.230857724940826,33.12651193081925,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.12651193081925
2010-08-23 10:30:00,10.81,10.81,10.81,10.81,10.76788314152333,10.797499999999998,10.743666666666664,,,100,145.0,,,,,,,,,,,,,,,,55.504756934649045,52.667377619568576,55.504756934649045,52.667377619568576,58.19064216100328,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,58.19064216100328
2010-08-24 14:30:00,10.71,10.71,10.71,10.71,10.756306513218664,10.7825,10.719333333333333,,,100,140.0,,,,,,,,,,,,,,,,52.200865905976286,52.60517605775628,52.200865905976286,52.60517605775628,33.25942785640544,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,33.25942785640544
2010-09-02 14:30:00,11.64,12.32,11.62,11.7,10.945045210574932,10.9825,10.74333333333333,,,500,160.0,,,,,,,,,,,,,,,,52.200865905976286,52.55126803751895,52.200865905976286,52.55126803751895,92.96216950289671,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,92.96216950289671
2010-09-03 09:30:00,11.51,11.51,11.51,11.51,11.058036168459944,11.1825,10.762666666666664,,,200,165.0,,,,,,,,,,,,,,,,81.81849711733483,56.453565248161055,81.81849711733483,56.453565248161055,69.20110957130731,50.0,90.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,69.20110957130731
2010-09-07 11:30:00,11.46,11.46,11.36,11.36,11.118428934767957,11.32,10.79533333333333,,,200,165.0,,,,,,,,,,,,,,,,72.07017065163781,58.53577930195797,72.07017065163781,58.53577930195797,49.30336752101458,50.0,90.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,49.30336752101458
2010-09-14 11:30:00,11.46,11.46,11.46,11.46,11.186743147814365,11.5075,10.821666666666662,,,100,165.0,,,,,,,,,,,,,,,,68.91224697055324,59.91930832443734,68.91224697055324,59.91930832443734,63.353068740305616,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,63.353068740305616
2010-09-24 10:30:00,10.99,10.99,10.99,10.99,11.147394518251494,11.329999999999998,10.815666666666663,,,100,155.0,,,,,,,,,,,,,,,,66.82088004714055,60.839517887464424,66.82088004714055,60.839517887464424,17.573429867564855,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17.573429867564855
2010-09-27 11:30:00,10.71,10.71,10.71,10.71,11.059915614601193,11.13,10.81466666666666,,,100,155.0,,,,,,,,,,,,,,,,56.39924654069703,60.24748170789545,56.39924654069703,60.24748170789545,9.443086946839543,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.443086946839543
2010-09-29 15:30:00,11.0,11.0,11.0,11.0,11.047932491680957,11.04,10.811666666666662,,,100,150.0,,,,,,,,,,,,,,,,41.649339496888985,57.76772941309458,41.649339496888985,57.76772941309458,53.75846900446928,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,53.75846900446928
2010-10-07 15:30:00,10.75,10.75,10.75,10.75,10.988345993344765,10.8625,10.811333333333328,,,100,145.0,,,,,,,,,,,,,,,,41.883171811500304,55.64978839954868,41.883171811500304,55.64978839954868,29.15740890109092,50.0,90.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,29.15740890109092
